# ising_MCMC.py
# Initializing 2D ising system of size 8x8
# Will run at 2.200 kT for 2500 sweeps
      Time   Magnetization          Energy    NumSuccesses
         0           2.000           4.000               0
         1           0.000         -14.000              41
         2           2.000         -32.000              35
         3           6.000         -40.000              32
         4          14.000         -52.000              28
         5           6.000         -48.000              26
         6          28.000         -70.000              33
         7          38.000         -70.000              15
         8          36.000         -60.000              23
         9          34.000         -62.000              17
        10          34.000         -86.000              18
        11          18.000         -74.000              10
        12          10.000         -66.000              24
        13          22.000         -60.000              24
        14          16.000         -56.000              27
        15          20.000         -62.000              24
        16          34.000         -68.000              25
        17          30.000         -60.000              18
        18          28.000         -64.000              15
        19          28.000         -52.000              20
        20          30.000         -64.000              21
        21          32.000         -54.000              25
        22          36.000         -46.000              24
        23          24.000         -44.000              30
        24          16.000         -60.000              26
        25          34.000         -76.000              23
        26          28.000         -62.000              25
        27          36.000         -76.000              14
        28          38.000         -80.000              15
        29          34.000         -60.000              16
        30          34.000         -58.000              20
        31          36.000         -62.000              17
        32          40.000         -68.000              20
        33          52.000         -88.000              16
        34          54.000         -86.000               7
        35          54.000         -88.000              14
        36          62.000        -104.000              10
        37          60.000        -100.000               3
        38          60.000         -98.000               6
        39          60.000        -106.000               2
        40          58.000         -92.000               9
        41          42.000         -68.000              14
        42          54.000         -92.000              16
        43          48.000         -82.000              13
        44          52.000         -76.000              10
        45          50.000         -84.000              13
        46          30.000         -68.000              20
        47          38.000         -80.000              10
        48          36.000         -76.000              11
        49          40.000         -84.000              20
        50          46.000         -78.000               7
        51          52.000         -82.000              13
        52          50.000         -76.000              17
        53          50.000         -72.000              12
        54          50.000         -82.000               8
        55          58.000         -96.000              12
        56          58.000         -94.000               4
        57          64.000        -112.000               7
        58          64.000        -112.000               4
        59          60.000        -100.000               6
        60          54.000         -92.000               5
        61          58.000         -96.000               8
        62          50.000         -88.000               8
        63          54.000         -88.000              10
        64          54.000         -86.000              10
        65          58.000         -92.000               8
        66          54.000         -92.000              12
        67          50.000         -78.000               8
        68          46.000         -68.000              12
        69          46.000         -66.000              24
        70          56.000         -88.000              13
        71          58.000         -92.000               5
        72          62.000        -106.000               4
        73          62.000        -106.000               4
        74          60.000        -102.000               9
        75          60.000        -100.000               2
        76          56.000        -100.000               6
        77          54.000         -92.000               7
        78          60.000         -98.000               5
        79          58.000         -98.000               3
        80          46.000         -56.000              14
        81          42.000         -54.000              12
        82          22.000         -34.000              30
        83          16.000         -40.000              27
        84          26.000         -42.000              33
        85          14.000         -50.000              28
        86          -4.000         -34.000              33
        87           0.000         -40.000              26
        88           6.000         -36.000              33
        89          24.000         -60.000              25
        90          18.000         -50.000              17
        91           0.000         -40.000              33
        92          -6.000         -40.000              33
        93         -22.000         -44.000              22
        94         -26.000         -70.000              20
        95         -26.000         -72.000              22
        96          -4.000         -68.000              19
        97           0.000         -60.000              24
        98           6.000         -52.000              29
        99          -6.000         -56.000              26
       100           2.000         -70.000              22
       101          14.000         -68.000              24
       102          18.000         -54.000              26
       103           4.000         -48.000              25
       104           2.000         -58.000              29
       105          -4.000         -58.000              27
       106           6.000         -58.000              23
       107          14.000         -58.000              26
       108          18.000         -66.000              22
       109          14.000         -40.000              18
       110          22.000         -42.000              20
       111          34.000         -64.000              34
       112          38.000         -48.000              18
       113          40.000         -54.000              21
       114          54.000         -80.000               9
       115          58.000         -94.000              10
       116          58.000         -94.000               4
       117          58.000         -90.000               6
       118          56.000         -88.000              11
       119          56.000         -92.000              10
       120          58.000         -96.000               5
       121          60.000        -100.000               7
       122          54.000         -90.000               9
       123          54.000         -94.000              14
       124          60.000         -98.000               9
       125          50.000         -94.000              11
       126          52.000         -86.000              13
       127          56.000         -92.000              10
       128          44.000         -78.000              14
       129          40.000         -64.000              14
       130          48.000         -70.000              14
       131          44.000         -60.000              14
       132          60.000         -96.000              14
       133          58.000         -96.000              11
       134          56.000         -94.000              13
       135          52.000         -82.000               8
       136          44.000         -78.000              18
       137          28.000         -62.000              20
       138          44.000         -70.000              30
       139          54.000         -92.000              21
       140          58.000         -96.000              12
       141          50.000         -86.000               6
       142          38.000         -70.000              26
       143          34.000         -66.000              24
       144          34.000         -56.000              24
       145          42.000         -70.000              20
       146          36.000         -72.000              15
       147          48.000         -78.000              18
       148          56.000         -92.000              10
       149          52.000         -84.000               8
       150          54.000         -96.000               7
       151          54.000         -92.000              12
       152          48.000         -76.000               9
       153          44.000         -70.000              14
       154          58.000         -94.000              15
       155          60.000         -96.000               3
       156          60.000         -98.000               6
       157          46.000         -72.000              15
       158          42.000         -70.000               6
       159          46.000         -60.000              12
       160          38.000         -62.000              18
       161          34.000         -72.000              16
       162          34.000         -62.000              14
       163          20.000         -46.000              31
       164          22.000         -64.000              27
       165          14.000         -42.000              24
       166          26.000         -60.000              26
       167          22.000         -56.000              16
       168          10.000         -52.000              22
       169           6.000         -52.000              24
       170           6.000         -62.000              24
       171          -2.000         -50.000              32
       172         -10.000         -64.000              32
       173          -6.000         -56.000              18
       174           2.000         -42.000              30
       175         -10.000         -52.000              26
       176         -12.000         -62.000              23
       177         -24.000         -76.000              14
       178          -8.000         -54.000              28
       179          -8.000         -62.000              16
       180         -18.000         -68.000              29
       181         -22.000         -82.000              10
       182         -30.000         -74.000              14
       183         -26.000         -84.000               8
       184          -8.000         -60.000              15
       185           0.000         -76.000              18
       186           4.000         -62.000              16
       187          12.000         -46.000              26
       188          40.000         -68.000              28
       189          42.000         -66.000              15
