# ising_MCMC.py
# Initializing 2D ising system of size 8x8
# Will run at 2.600 kT for 2500 sweeps
      Time   Magnetization          Energy    NumSuccesses
         0           8.000         -12.000               0
         1          -2.000         -40.000              43
         2           0.000         -54.000              29
         3         -16.000         -46.000              24
         4           0.000         -34.000              34
         5          22.000         -28.000              39
         6          24.000         -42.000              33
         7          20.000         -52.000              28
         8          16.000         -52.000              32
         9           4.000         -28.000              30
        10           0.000         -20.000              40
        11         -24.000         -32.000              32
        12         -12.000         -32.000              46
        13         -34.000         -34.000              33
        14         -36.000         -66.000              21
        15         -30.000         -64.000              15
        16         -30.000         -60.000              26
        17         -20.000         -72.000              23
        18         -10.000         -50.000              29
        19         -14.000         -38.000              28
        20         -10.000         -50.000              28
        21           4.000         -28.000              35
        22         -10.000         -34.000              37
        23           6.000         -24.000              36
        24           8.000         -30.000              41
        25          -8.000         -16.000              38
        26          -2.000         -44.000              33
        27          -2.000         -44.000              28
        28         -12.000         -54.000              35
        29          -4.000         -52.000              34
        30          20.000         -40.000              34
        31          28.000         -58.000              24
        32          26.000         -44.000              31
        33          18.000         -54.000              32
        34          10.000         -48.000              26
        35          18.000         -44.000              26
        36          28.000         -48.000              27
        37          32.000         -48.000              22
        38          30.000         -52.000              21
        39          26.000         -56.000              22
        40          26.000         -46.000              26
        41          34.000         -46.000              30
        42          36.000         -56.000              25
        43          24.000         -66.000              26
        44          22.000         -46.000              25
        45          16.000         -72.000              25
        46          22.000         -70.000              21
        47          32.000         -50.000              19
        48          36.000         -50.000              26
        49          32.000         -60.000              24
        50          26.000         -52.000              27
        51          18.000         -42.000              18
        52          14.000         -34.000              38
        53          32.000         -42.000              33
        54          30.000         -50.000              23
        55          38.000         -52.000              30
        56          38.000         -62.000              20
        57          34.000         -48.000              20
        58          42.000         -60.000              22
        59          16.000         -48.000              33
        60          10.000         -50.000              27
        61         -18.000         -46.000              32
        62         -10.000         -40.000              28
        63           4.000         -30.000              31
        64          12.000         -38.000              36
        65           2.000         -10.000              39
        66          -2.000         -44.000              38
        67           2.000         -34.000              30
        68          -6.000         -34.000              40
        69         -14.000         -40.000              30
        70         -22.000         -40.000              32
        71         -12.000         -26.000              35
        72          -2.000         -42.000              37
        73         -16.000         -58.000              27
