# ising_MCMC.py
# Initializing 2D ising system of size 4x4
# Will run at 1.500 kT for 2500 sweeps
      Time   Magnetization          Energy    NumSuccesses
         0           4.000           2.000               0
         1           2.000           0.000               7
         2           6.000          -6.000              10
         3           2.000          -4.000              10
         4           6.000          -4.000               8
         5          12.000         -14.000               5
         6          14.000         -18.000               3
         7          16.000         -24.000               1
         8          16.000         -24.000               0
         9          14.000         -18.000               1
        10          14.000         -18.000               0
        11           8.000         -16.000               3
        12          10.000         -14.000               3
        13          14.000         -20.000               4
        14          16.000         -24.000               1
        15          16.000         -24.000               0
        16          16.000         -24.000               0
        17          16.000         -24.000               0
        18          16.000         -24.000               0
        19          16.000         -24.000               2
        20          16.000         -24.000               2
        21          16.000         -24.000               0
        22          16.000         -24.000               0
        23          14.000         -20.000               3
        24          12.000         -18.000               3
        25          14.000         -20.000               1
        26          16.000         -24.000               1
        27          16.000         -24.000               0
        28          16.000         -24.000               0
        29          16.000         -24.000               0
        30          16.000         -24.000               0
        31          16.000         -24.000               0
        32          16.000         -24.000               0
        33          16.000         -24.000               0
        34          16.000         -24.000               0
        35          14.000         -18.000               1
        36          16.000         -24.000               1
        37          16.000         -24.000               0
        38          16.000         -24.000               0
        39          14.000         -18.000               1
        40           8.000         -12.000               3
        41           2.000          -6.000               5
        42           6.000          -8.000               8
        43           4.000         -10.000               7
        44          10.000         -12.000               7
        45          12.000         -16.000               7
        46           2.000         -10.000               7
        47         -10.000         -14.000               8
        48         -16.000         -24.000               3
        49         -16.000         -24.000               0
        50         -16.000         -24.000               0
        51         -16.000         -24.000               0
        52         -16.000         -24.000               0
        53         -16.000         -24.000               0
        54         -16.000         -24.000               0
        55         -16.000         -24.000               0
        56         -16.000         -24.000               2
        57         -16.000         -24.000               2
        58         -12.000         -14.000               4
        59         -16.000         -24.000               2
        60         -16.000         -24.000               0
        61         -16.000         -24.000               0
        62         -14.000         -20.000               1
        63         -14.000         -18.000               2
        64         -12.000         -14.000               5
        65         -16.000         -24.000               4
        66         -14.000         -20.000               1
        67         -14.000         -20.000               4
        68         -16.000         -24.000               1
        69         -16.000         -24.000               0
        70         -16.000         -24.000               0
        71         -16.000         -24.000               0
        72         -16.000         -24.000               0
        73         -16.000         -24.000               0
        74         -10.000         -10.000               3
        75          -8.000         -16.000               3
        76         -10.000         -16.000               3
        77         -10.000         -14.000               2
        78         -14.000         -20.000               2
        79          -8.000          -8.000               3
        80         -16.000         -24.000               4
        81         -12.000         -14.000               2
        82         -12.000         -18.000               2
        83         -12.000         -18.000               2
        84         -16.000         -24.000               2
        85         -16.000         -24.000               0
        86         -16.000         -24.000               0
        87         -16.000         -24.000               0
