# ising_MCMC.py
# Initializing 2D ising system of size 4x4
# Will run at 2.000 kT for 2500 sweeps
      Time   Magnetization          Energy    NumSuccesses
         0           2.000          14.000               0
         1           6.000          -6.000              10
         2          12.000         -16.000               5
         3          16.000         -24.000               6
         4          16.000         -24.000               0
         5          16.000         -24.000               0
         6          16.000         -24.000               0
         7          10.000         -12.000               5
         8           8.000         -10.000               7
         9          10.000         -16.000               5
        10           8.000         -12.000               5
        11           4.000         -14.000               6
        12           8.000         -16.000               4
        13           4.000         -10.000               6
        14           0.000         -16.000               2
        15         -12.000         -18.000               8
        16         -16.000         -24.000               2
        17         -16.000         -24.000               0
        18         -16.000         -24.000               0
        19         -16.000         -24.000               0
        20         -14.000         -20.000               3
        21         -14.000         -20.000               0
        22         -14.000         -20.000               0
        23         -12.000         -18.000               1
        24         -10.000         -10.000               7
        25         -10.000         -12.000               4
        26         -10.000         -10.000               4
        27          -8.000         -10.000              11
        28         -12.000         -12.000               6
        29         -14.000         -16.000               1
        30         -14.000         -18.000               4
        31         -14.000         -18.000               2
        32         -16.000         -24.000               3
        33         -16.000         -24.000               0
        34          -6.000         -10.000               5
        35          -8.000         -12.000               3
        36         -14.000         -18.000               3
        37         -12.000         -18.000               1
        38         -14.000         -20.000               3
        39         -16.000         -24.000               3
        40         -16.000         -24.000               0
        41         -14.000         -20.000               1
        42         -16.000         -24.000               1
        43         -16.000         -24.000               0
        44         -14.000         -20.000               3
        45         -14.000         -20.000               2
        46         -16.000         -24.000               1
        47         -10.000         -14.000               3
        48          -6.000          -8.000               6
        49         -14.000         -20.000              10
        50         -14.000         -20.000               0
        51         -16.000         -24.000               1
        52          -6.000         -12.000               5
        53          -2.000          -8.000               6
        54           0.000          -8.000               7
        55           0.000          -2.000               8
        56           0.000          -4.000              10
        57          -6.000          -2.000               9
        58          -6.000          -8.000               6
        59           6.000          -6.000              12
        60           8.000          -8.000               7
        61          10.000          -8.000               9
        62          12.000         -12.000               5
        63          14.000         -16.000               3
        64          12.000         -12.000               1
        65          12.000         -14.000               6
        66           6.000         -10.000               5
        67           2.000         -12.000               8
        68          -4.000         -14.000               7
        69          -4.000         -12.000               6
        70           0.000         -12.000               6
        71          12.000         -14.000               6
        72          14.000         -18.000               1
        73          14.000         -18.000               0
        74          16.000         -24.000               3
        75          16.000         -24.000               0
        76          14.000         -20.000               3
        77          10.000         -10.000               8
        78          10.000         -12.000               6
        79          16.000         -24.000               3
        80          16.000         -24.000               0
        81          16.000         -24.000               0
        82          16.000         -24.000               0
        83          16.000         -24.000               0
        84          16.000         -24.000               2
        85          12.000         -16.000               2
        86          16.000         -24.000               4
        87          14.000         -20.000               3
        88          10.000         -14.000               4
        89          14.000         -16.000               4
        90          14.000         -16.000               2
        91          14.000         -20.000               2
        92          14.000         -20.000               4
        93          16.000         -24.000               1
        94          16.000         -24.000               0
        95          16.000         -24.000               0
        96          16.000         -24.000               0
        97          14.000         -20.000               1
        98          12.000         -16.000               1
        99          16.000         -24.000               2
       100          16.000         -24.000               0
       101          16.000         -24.000               0
       102          16.000         -24.000               0
       103          16.000         -24.000               2
       104          10.000         -16.000               3
       105           6.000         -14.000              10
       106          14.000         -18.000               4
       107          14.000         -18.000               2
       108          16.000         -24.000               1
       109          14.000         -16.000               3
       110           4.000          -4.000               9
       111           8.000          -8.000               6
       112          10.000         -10.000               5
       113          10.000         -12.000               4
       114          14.000         -18.000               4
       115          14.000         -18.000               2
       116           2.000          -8.000               8
       117         -12.000         -10.000               9
       118         -12.000         -16.000               8
       119         -14.000         -20.000               3
       120         -16.000         -24.000               1
       121         -12.000         -16.000               8
       122          -4.000          -4.000              12
       123          -4.000          -4.000              10
       124          -4.000          -4.000              10
       125         -10.000         -10.000               5
       126         -10.000          -6.000               4
       127         -16.000         -24.000               3
       128         -16.000         -24.000               0
       129         -16.000         -24.000               0
       130         -16.000         -24.000               0
       131         -16.000         -24.000               0
       132         -16.000         -24.000               2
       133         -16.000         -24.000               0
       134         -16.000         -24.000               0
       135         -12.000         -18.000               2
       136         -16.000         -24.000               2
       137         -16.000         -24.000               2
       138         -16.000         -24.000               0
       139         -16.000         -24.000               2
       140         -14.000         -18.000               3
       141         -14.000         -18.000               2
       142          -8.000         -16.000               3
       143          -8.000         -16.000               4
       144         -14.000         -18.000               5
       145         -10.000         -16.000               8
       146          -8.000         -10.000               5
       147          -2.000         -14.000               9
       148         -12.000         -14.000               7
       149           2.000          -6.000               7
       150          10.000         -12.000               6
       151          14.000         -18.000               2
       152          16.000         -24.000               1
       153          16.000         -24.000               0
       154          16.000         -24.000               0
       155          16.000         -24.000               2
       156          16.000         -24.000               2
       157          16.000         -24.000               0
       158          14.000         -18.000               3
       159          16.000         -24.000               3
       160          12.000         -18.000               2
       161          12.000         -12.000               4
       162          14.000         -20.000               5
       163          14.000         -20.000               0
       164          12.000         -12.000               7
       165          12.000         -18.000               6
       166          14.000         -18.000               1
       167          14.000         -18.000               0
       168          16.000         -24.000               3
       169          14.000         -18.000               1
       170          16.000         -24.000               1
       171          16.000         -24.000               0
       172          16.000         -24.000               0
       173          16.000         -24.000               0
       174          16.000         -24.000               0
       175          16.000         -24.000               2
       176          16.000         -24.000               0
       177          16.000         -24.000               2
       178          16.000         -24.000               0
       179          16.000         -24.000               0
       180          16.000         -24.000               0
       181          16.000         -24.000               0
       182          16.000         -24.000               0
       183          16.000         -24.000               0
       184          16.000         -24.000               0
       185          16.000         -24.000               0
       186          16.000         -24.000               0
       187          16.000         -24.000               0
       188          16.000         -24.000               0
       189          16.000         -24.000               0
       190          14.000         -20.000               1
       191          16.000         -24.000               1
       192          16.000         -24.000               0
       193          16.000         -24.000               0
       194          16.000         -24.000               2
       195          16.000         -24.000               0
       196          16.000         -24.000               0
       197           8.000          -8.000               4
       198          14.000         -20.000               5
       199          14.000         -20.000               0
       200           6.000          -8.000               4
       201           4.000         -14.000               9
       202           2.000         -12.000               7
       203           6.000         -14.000              10
       204          12.000         -14.000               5
       205          16.000         -24.000               2
       206          12.000         -10.000               2
       207          10.000         -12.000               3
       208          10.000         -10.000               4
       209          14.000         -18.000               6
       210          14.000         -18.000               2
       211          14.000         -18.000               2
       212          10.000         -16.000               6
       213           4.000         -10.000               5
       214           2.000          -4.000               7
       215           4.000          -8.000               9
       216          12.000         -12.000               6
       217          14.000         -18.000               3
       218          14.000         -20.000               4
       219          14.000         -16.000               2
       220          16.000         -24.000               3
       221          10.000         -16.000               3
       222           8.000         -16.000               5
       223           6.000         -12.000               1
       224           8.000         -16.000               1
       225          12.000         -14.000               6
       226          16.000         -24.000               4
       227          16.000         -24.000               0
       228          14.000         -18.000               1
       229          16.000         -24.000               1
       230          16.000         -24.000               2
       231          16.000         -24.000               2
       232          10.000         -16.000               3
       233          14.000         -20.000               4
       234          14.000         -20.000               2
       235          14.000         -20.000               0
       236          10.000         -16.000               4
       237          14.000         -18.000               2
       238          12.000         -18.000               3
       239          12.000         -18.000               2
       240          14.000         -20.000               3
       241          16.000         -24.000               1
       242          16.000         -24.000               0
       243          12.000         -12.000               2
       244          10.000         -16.000               5
       245          16.000         -24.000               3
       246          16.000         -24.000               0
       247          14.000         -18.000               7
       248          16.000         -24.000               1
